"job_schedule_type","job_count","avg_yearly_salary","avg_hourly_salary"
"Full-time","1","65260.000000000000",NULL
"Full-time","2","65250.000000000000",NULL
"Full-time","1","65106.000000000000",NULL
"Full-time","1","65085.000000000000",NULL
"Full-time","1","65062.398437500000",NULL
"Full-time","1","65049.000000000000",NULL
"Full-time","3","65037.500000000000",NULL
"Full-time","1","65000.132812500000",NULL
"Full-time, Contractor, and Internship","3","65000.000000000000",NULL
"Full-time and Part-time","5","65000.000000000000",NULL
"Full-time and Internship","2","65000.000000000000",NULL
"Temp work","1","65000.000000000000",NULL
"Full-time and Contractor","1","65000.000000000000",NULL
"Full-time","159","65000.000000000000",NULL
"Contractor","16","65000.000000000000",NULL
"Full-time","1","64999.941406250000",NULL
"Full-time","1","64998.000000000000",NULL
"Full-time","1","64957.000000000000",NULL
"Full-time","1","64890.000000000000",NULL
"Full-time","11","64821.500000000000",NULL
"Contractor","3","64800.000000000000",NULL
"Full-time","79","64800.000000000000",NULL
"Full-time","1","64698.398437500000",NULL
"Full-time","2","64600.000000000000",NULL
"Full-time","3","64500.000000000000",NULL
"Full-time","1","64395.203125000000",NULL
"Full-time and Part-time","1","64350.000000000000",NULL
"Full-time","1","64272.500000000000",NULL
"Full-time","1","64272.000000000000",NULL
"Full-time","1","64140.000000000000",NULL
"Full-time","1","64105.000000000000",NULL
"Full-time","1","64050.000000000000",NULL
"Full-time","1","64040.000000000000",NULL
"Full-time","1","64033.000000000000",NULL
"Full-time","4","64000.000000000000",NULL
"Full-time","1","63991.000000000000",NULL
"Internship","1","63977.000000000000",NULL
"Full-time","1","63750.000000000000",NULL
"Full-time","3","63651.000000000000",NULL
"Full-time","1","63647.132812500000",NULL
"Full-time","1","63594.000000000000",NULL
"Full-time","1","63579.000000000000",NULL
"Full-time","1","63575.000000000000",NULL
"Full-time","1","63549.500000000000",NULL
"Full-time","2","63500.000000000000",NULL
"Full-time","1","63464.000000000000",NULL
"Full-time and Part-time","1","63450.000000000000",NULL
"Full-time","1","63412.000000000000",NULL
"Full-time","1","63321.500000000000",NULL
"Full-time","1","63211.000000000000",NULL
"Full-time","54","63000.000000000000",NULL
"Contractor","2","63000.000000000000",NULL
"Part-time","2","63000.000000000000",NULL
"Full-time","1","62859.000000000000",NULL
"Full-time","1","62750.000000000000",NULL
"Full-time","1","62692.000000000000",NULL
"Full-time","2","62678.000000000000",NULL
"Full-time","1","62654.000000000000",NULL
"Full-time","1","62653.500000000000",NULL
"Full-time","1","62623.000000000000",NULL
"Full-time","1","62610.000000000000",NULL
"Full-time","1","62560.000000000000",NULL
"Full-time","1","62536.000000000000",NULL
"Contractor","1","62500.195312500000",NULL
"Part-time","1","62500.000000000000",NULL
NULL,"1","62500.000000000000",NULL
"Contractor","3","62500.000000000000",NULL
"Full-time","58","62500.000000000000",NULL
"Full-time","1","62499.500000000000",NULL
"Full-time","1","62400.000000000000",NULL
"Full-time","1","62220.500000000000",NULL
"Full-time and Part-time","1","62004.000000000000",NULL
"Full-time","3","62000.000000000000",NULL
"Contractor","1","62000.000000000000",NULL
"Full-time","2","61880.000000000000",NULL
"Full-time","3","61875.000000000000",NULL
"Full-time","1","61750.000000000000",NULL
"Full-time","1","61650.000000000000",NULL
"Full-time and Part-time","1","61500.000000000000",NULL
"Full-time","4","61500.000000000000",NULL
"Full-time","1","61464.000000000000",NULL
"Full-time","2","61353.000000000000",NULL
"Full-time","1","61313.824218750000",NULL
"Full-time","1","61266.398437500000",NULL
"Full-time","1","61250.000000000000",NULL
"Full-time","1","61200.000000000000",NULL
"Full-time","1","61169.000000000000",NULL
"Full-time","1","61022.000000000000",NULL
"Full-time","5","61000.000000000000",NULL
"Full-time","1","60924.070312500000",NULL
"Full-time","1","60841.000000000000",NULL
"Full-time","1","60736.000000000000",NULL
"Part-time and Contractor","1","60734.000000000000",NULL
"Full-time","1","60700.000000000000",NULL
"Full-time","1","60608.500000000000",NULL
"Full-time","1","60568.000000000000",NULL
"Full-time and Contractor","2","60500.000000000000",NULL
"Full-time","9","60500.000000000000",NULL
"Full-time","1","60249.000000000000",NULL
"Part-time","3","60000.000000000000",NULL
"Contractor","1","60000.000000000000",NULL
"Contractor and Temp work","1","60000.000000000000",NULL
"Full-time","109","60000.000000000000",NULL
"Full-time and Part-time","4","60000.000000000000",NULL
"Internship","2","60000.000000000000",NULL
"Full-time","1","59998.000000000000",NULL
"Full-time","1","59785.000000000000",NULL
"Full-time","2","59500.000000000000",NULL
"Full-time","1","59480.000000000000",NULL
"Full-time","2","59400.000000000000",NULL
"Part-time","1","59216.000000000000",NULL
"Full-time","1","59192.500000000000",NULL
"Full-time","1","59009.601562500000",NULL
"Full-time","5","59000.000000000000",NULL
"Full-time","6","58926.000000000000",NULL
"Full-time","1","58818.500000000000",NULL
"Full-time","1","58800.000000000000",NULL
"Full-time","1","58661.000000000000",NULL
"Full-time","1","58568.000000000000",NULL
"Full-time","1","58515.000000000000",NULL
"Full-time","4","58500.000000000000",NULL
"Full-time","1","58448.000000000000",NULL
"Full-time","2","58400.000000000000",NULL
"Full-time","1","58320.000000000000",NULL
"Full-time","2","58300.000000000000",NULL
"Full-time and Part-time","1","58300.000000000000",NULL
"Full-time","1","58250.640625000000",NULL
"Full-time","1","58157.500000000000",NULL
"Contractor","1","58017.000000000000",NULL
"Full-time","1","58000.500000000000",NULL
"Full-time","6","58000.000000000000",NULL
"Part-time","1","57768.601562500000",NULL
"Full-time","11","57600.000000000000",NULL
"Full-time","1","57593.750000000000",NULL
"Full-time","1","57550.000000000000",NULL
"Full-time","102","57500.000000000000",NULL
"Contractor","3","57500.000000000000",NULL
"Full-time","2","57300.000000000000",NULL
"Full-time","1","57272.500000000000",NULL
"Full-time","1","57181.000000000000",NULL
"Full-time","1","57140.000000000000",NULL
"Full-time","3","57118.000000000000",NULL
"Full-time","1","57058.000000000000",NULL
"Full-time","8","57000.000000000000",NULL
"Full-time","1","56814.000000000000",NULL
"Full-time","1","56772.000000000000",NULL
"Full-time","1","56745.000000000000",NULL
"Full-time","125","56700.000000000000",NULL
"Part-time","5","56700.000000000000",NULL
"Contractor","2","56700.000000000000",NULL
"Full-time","1","56572.000000000000",NULL
"Full-time","7","56500.000000000000",NULL
"Full-time","1","56381.000000000000",NULL
"Full-time","1","56312.742187500000",NULL
"Full-time","1","56302.000000000000",NULL
"Full-time","2","56250.000000000000",NULL
"Full-time","1","56212.500000000000",NULL
"Full-time","1","56030.000000000000",NULL
"Contractor","1","56000.000000000000",NULL
"Full-time","6","56000.000000000000",NULL
"Full-time","1","55812.273437500000",NULL
"Full-time","1","55806.000000000000",NULL
"Full-time","1","55704.738281250000",NULL
"Full-time","1","55700.000000000000",NULL
"Full-time","1","55668.000000000000",NULL
"Full-time","1","55602.000000000000",NULL
"Full-time","4","55500.000000000000",NULL
"Full-time","1","55427.054687500000",NULL
"Full-time","2","55330.000000000000",NULL
"Full-time","1","55273.000000000000",NULL
"Full-time","1","55267.421875000000",NULL
"Full-time","1","55080.000000000000",NULL
"Internship","1","55000.000000000000",NULL
NULL,"1","55000.000000000000",NULL
"Contractor","2","55000.000000000000",NULL
"Full-time","74","55000.000000000000",NULL
"Full-time","3","54988.000000000000",NULL
"Full-time","1","54907.000000000000",NULL
"Full-time","1","54540.000000000000",NULL
"Full-time","2","54500.000000000000",NULL
"Full-time","1","54423.203125000000",NULL
"Full-time","1","54375.230468750000",NULL
"Full-time","1","54233.000000000000",NULL
"Full-time","1","54207.500000000000",NULL
"Full-time","1","54165.000000000000",NULL
"Full-time","1","54025.515625000000",NULL
"Full-time","12","54000.000000000000",NULL
"Part-time and Full-time","1","54000.000000000000",NULL
"Full-time","1","53967.000000000000",NULL
"Full-time","1","53957.000000000000",NULL
"Full-time","1","53929.085937500000",NULL
"Full-time and Part-time","1","53887.500000000000",NULL
"Full-time","1","53620.000000000000",NULL
"Full-time","1","53500.000000000000",NULL
"Full-time","1","53416.500000000000",NULL
"Full-time","1","53380.000000000000",NULL
"Full-time","1","53357.000000000000",NULL
"Full-time","1","53338.000000000000",NULL
"Full-time","1","53222.000000000000",NULL
"Full-time","1","53105.000000000000",NULL
"Full-time","1","53032.421875000000",NULL
"Full-time","53","53014.000000000000",NULL
"Full-time","4","53000.000000000000",NULL
"Full-time","1","52900.000000000000",NULL
"Full-time","1","52775.000000000000",NULL
"Full-time","1","52609.210937500000",NULL
"Contractor","2","52500.000000000000",NULL
"Full-time","42","52500.000000000000",NULL
"Full-time","1","52366.398437500000",NULL
"Full-time","1","52218.500000000000",NULL
"Full-time and Part-time","1","52200.000000000000",NULL
"Full-time","1","52100.000000000000",NULL
"Full-time","7","52000.000000000000",NULL
"Full-time","1","51962.000000000000",NULL
"Full-time","5","51862.750000000000",NULL
"Contractor","2","51862.750000000000",NULL
"Full-time and Contractor","2","51862.750000000000",NULL
"Full-time","1","51800.000000000000",NULL
"Full-time","2","51586.000000000000",NULL
"Full-time","4","51500.000000000000",NULL
"Contractor","1","51500.000000000000",NULL
"Full-time","1","51362.640625000000",NULL
"Full-time","1","51336.750000000000",NULL
"Full-time","1","51232.000000000000",NULL
"Full-time","1","51221.230468750000",NULL
"Full-time","1","51150.000000000000",NULL
"Full-time","1","51082.800781250000",NULL
"Full-time","3","51068.000000000000",NULL
"Full-time","1","51059.000000000000",NULL
"Full-time","42","51014.000000000000",NULL
"Contractor","1","51014.000000000000",NULL
"Full-time","8","51000.000000000000",NULL
"Part-time","1","51000.000000000000",NULL
"Full-time","3","50500.000000000000",NULL
"Internship and Full-time","1","50400.000000000000",NULL
"Contractor","1","50400.000000000000",NULL
"Internship","1","50400.000000000000",NULL
"Full-time","53","50400.000000000000",NULL
"Part-time","1","50400.000000000000",NULL
"Full-time","1","50394.500000000000",NULL
"Full-time","1","50388.000000000000",NULL
"Full-time","1","50325.035156250000",NULL
"Full-time","6","50325.000000000000",NULL
"Full-time","1","50289.179687500000",NULL
"Full-time","1","50282.000000000000",NULL
"Full-time","1","50273.500000000000",NULL
"Internship","3","50000.000000000000",NULL
"Full-time and Part-time","1","50000.000000000000",NULL
"Temp work","1","50000.000000000000",NULL
"Full-time","70","50000.000000000000",NULL
"Contractor","4","50000.000000000000",NULL
"Full-time and Temp work","2","50000.000000000000",NULL
"Full-time and Contractor","3","50000.000000000000",NULL
"Part-time","3","50000.000000000000",NULL
"Full-time","1","49951.199218750000",NULL
"Full-time","1","49896.000000000000",NULL
"Full-time","1","49801.000000000000",NULL
"Full-time","1","49750.000000000000",NULL
"Full-time","1","49725.000000000000",NULL
"Full-time","7","49566.500000000000",NULL
"Full-time","2","49546.000000000000",NULL
"Full-time","1","49500.000000000000",NULL
"Full-time","1","49440.351562500000",NULL
"Full-time","1","49386.000000000000",NULL
"Full-time","1","49350.000000000000",NULL
"Full-time","1","49168.500000000000",NULL
"Full-time","1","48982.000000000000",NULL
"Full-time","1","48938.390625000000",NULL
"Full-time","1","48790.000000000000",NULL
"Full-time","2","48750.000000000000",NULL
"Full-time","1","48722.000000000000",NULL
"Full-time","1","48600.000000000000",NULL
"Full-time","3","48598.500000000000",NULL
"Full-time","1","48548.000000000000",NULL
"Full-time","2","48500.000000000000",NULL
"Full-time","1","48107.000000000000",NULL
"Full-time","1","48061.500000000000",NULL
"Full-time","4","48000.000000000000",NULL
"Full-time","1","47858.000000000000",NULL
"Full-time","1","47750.000000000000",NULL
"Full-time and Part-time","1","47608.968750000000",NULL
"Full-time","2","47515.000000000000",NULL
"Contractor","1","47500.000000000000",NULL
"Full-time","19","47500.000000000000",NULL
"Full-time","2","47370.000000000000",NULL
"Full-time","1","47347.539062500000",NULL
"Full-time","1","47275.500000000000",NULL
"Full-time","1","46798.500000000000",NULL
"Full-time and Part-time","1","46696.000000000000",NULL
"Full-time","3","46696.000000000000",NULL
"Contractor","1","46500.000000000000",NULL
"Full-time","1","46500.000000000000",NULL
"Full-time","3","46238.398437500000",NULL
"Full-time","1","46103.000000000000",NULL
"Full-time","4","46000.000000000000",NULL
"Full-time","1","45886.000000000000",NULL
"Full-time","1","45750.000000000000",NULL
"Full-time","2","45530.000000000000",NULL
"Full-time","1","45360.000000000000",NULL
"Full-time","1","45055.640625000000",NULL
"Part-time","1","45000.000000000000",NULL
"Contractor","5","45000.000000000000",NULL
"Full-time","66","45000.000000000000",NULL
"Full-time","1","44720.000000000000",NULL
"Full-time","12","44418.500000000000",NULL
"Full-time","1","44408.500000000000",NULL
"Full-time","20","44100.000000000000",NULL
"Contractor","1","44100.000000000000",NULL
"Full-time","1","44000.000000000000",NULL
"Full-time","1","43656.000000000000",NULL
"Full-time","17","43200.000000000000",NULL
"Full-time","1","43031.000000000000",NULL
"Full-time","2","43030.000000000000",NULL
"Full-time, Part-time, and Internship","1","43030.000000000000",NULL
"Internship","1","43000.000000000000",NULL
"Contractor","2","43000.000000000000",NULL
"Full-time","1","42700.000000000000",NULL
"Full-time","10","42500.000000000000",NULL
"Internship","1","42360.000000000000",NULL
"Full-time","1","42120.000000000000",NULL
"Full-time","2","42000.000000000000",NULL
"Full-time","1","41620.800781250000",NULL
"Full-time","1","41500.000000000000",NULL
"Full-time","1","41446.500000000000",NULL
"Contractor","1","41000.000000000000",NULL
"Full-time","1","41000.000000000000",NULL
"Full-time","1","40567.617187500000",NULL
"Full-time","1","40560.000000000000",NULL
"Full-time","1","40500.000000000000",NULL
"Full-time","1","40307.500000000000",NULL
"Full-time","7","40000.000000000000",NULL
"Full-time","1","39977.601562500000",NULL
"Full-time","1","39551.199218750000",NULL
"Full-time","1","39531.000000000000",NULL
"Full-time","1","39500.000000000000",NULL
"Full-time","1","39250.000000000000",NULL
"Full-time","2","39000.000000000000",NULL
"Full-time","2","38750.000000000000",NULL
"Full-time","2","38000.000000000000",NULL
"Full-time","2","37860.000000000000",NULL
"Full-time","5","37500.000000000000",NULL
"Contractor","1","37500.000000000000",NULL
"Part-time","1","37499.500000000000",NULL
"Full-time","1","37250.000000000000",NULL
"Full-time","1","37107.199218750000",NULL
"Full-time","7","36000.000000000000",NULL
"Full-time","2","35360.000000000000",NULL
"Contractor","2","35000.000000000000",NULL
"Full-time and Internship","1","35000.000000000000",NULL
"Internship","1","35000.000000000000",NULL
"Part-time","1","35000.000000000000",NULL
"Full-time","9","35000.000000000000",NULL
"Full-time","1","34769.000000000000",NULL
"Full-time","1","34288.574218750000",NULL
"Full-time","1","33500.000000000000",NULL
"Full-time","2","33488.500000000000",NULL
"Full-time","6","33455.000000000000",NULL
"Full-time","1","32516.000000000000",NULL
"Full-time","1","32500.000000000000",NULL
"Contractor","1","32500.000000000000",NULL
"Full-time","1","32400.000000000000",NULL
"Full-time and Temp work","1","32400.000000000000",NULL
"Full-time","1","32000.000000000000",NULL
"Full-time","1","31500.000000000000",NULL
"Full-time","1","31274.000000000000",NULL
"Full-time","2","30750.000000000000",NULL
"Full-time","1","30594.000000000000",NULL
"Full-time","10","30000.000000000000",NULL
"Full-time and Internship","1","30000.000000000000",NULL
"Full-time","1","29900.000000000000",NULL
"Full-time","1","28000.000000000000",NULL
"Full-time","1","27000.000000000000",NULL
"Full-time","1","26444.000000000000",NULL
"Full-time","1","25920.000000000000",NULL
"Full-time","3","25000.000000000000",NULL
"Full-time","1","24000.000000000000",NULL
"Full-time","1","23496.000000000000",NULL
"Full-time","1","20000.000000000000",NULL
"Full-time","1","16500.0000000000000000",NULL
"Full-time","1","15000.0000000000000000",NULL
